ocid,id,tender.id,tender.procurementMethodDetails,tender.title,tender.procurementMethod,tender.status,tender.submissionMethodDetails,tender.bidDate,tender.openingDate,tender.procuringEntity.id,tender.procuringEntity.name,tender.tenderPeriod.endDate,tender.tenderPeriod.startDate,tender.description,buyer.id,buyer.name,tag,initiationType,date,tender.submissionMethod,tender.enquiryPeriod.endDate,parties,año
ocds-yfs5dr-547381,adjudicacion-547381,547381,Compra Directa,Compra Directa 305/2016,open,NA,Fecha y hora de apertura: 2016-10-12T13:00:00Z;Lugar de entrega: AV BOLIVIA N?: 2551  ;Fecha de solicitud de prorroga: 2016-10-06T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2016-10-12T13:00:00Z,29-9,Servicio Nacional de Ortopedia y Traumatología,2016-09-26T11:00:00Z,2016-09-22T15:40:00Z,"PEDIDOS DE VIVERES FRESCOS.CARNES.PASTAS. LACTEOS, LECHE FERMENTADA C/PROBIÓTICO SABOR NATURAL,PANIFICADOS, ACELGA LAVADA. FORMA DE PAGO FONDO ROTATORIO. COTIZAR SOLO ON LINE.",29-9,Servicio Nacional de Ortopedia y Traumatología,compiled,tender,2016-09-28T12:35:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-517232,adjudicacion-517232,517232,Compra Directa,Compra Directa 1/2016,open,NA,Fecha de solicitud de prorroga: 2016-04-11T00:00:00Z;Fecha y hora de apertura: 2016-04-11T13:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-11T13:00:00Z,3-34,Dirección General de los Servicios,2016-03-18T11:00:00Z,2016-03-11T10:05:00Z,"Adquisición de Pan y Leche, para proveer dependencias en localidad de Los Cerrillos (Canelones), según archivo adjunto.",3-34,Dirección General de los Servicios,compiled,tender,2016-03-30T10:05:00Z,NA,NA,NA,2016
ocds-yfs5dr-529834,adjudicacion-529834,529834,Compra Directa,Compra Directa 51/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-16T00:00:00Z;Fecha y hora de apertura: 2016-06-21T11:00:00Z;Lugar de entrega: Rivera 708;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-21T11:00:00Z,11-16,"Serv. Oficial Difusión, Radiotelevisión, Espectáculos",2016-06-07T16:00:00Z,2016-06-02T12:40:00Z,"50 cajas de edulcorante con stevia x 100.
84 cajas de leche ""larga vida"" con fecha de vencimiento un año.
5 pares de guantes talle M.
PAGO SIIF 60/90 dias.
Ofertas validas solo las ingresadas en el sitio de compras estatales. ",11-16,"Serv. Oficial Difusión, Radiotelevisión, Espectáculos",compiled,tender,2016-06-09T12:15:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-i228666,adjudicacion-i228666,i228666,Compra Directa,Compra Directa 61842/2016,open,NA,"Fecha de solicitud de prorroga: 2016-04-28T00:00:00Z;Fecha y hora de apertura: 2016-05-05T11:00:00Z;Lugar de entrega: CNO FELIPE CARDOSO N?: 3220 ;Lugar de la apertura: MESA DE LICITACIONES PLANTA BAJA SECTOR ""B"" EDIFICIO COMUNAL; ACUÑA DE FIGUEROA Y BURNET;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z", 2015-12-17T11:40:00Z, 2016-05-05T11:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,Leche,53-1,Banco de Seguros del Estado,compiled,tender,2016-04-15T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-509734,adjudicacion-509734,509734,Compra Directa,Compra Directa 1011/2016,open,NA,Fecha de solicitud de prorroga: 2016-02-05T00:00:00Z;Fecha y hora de apertura: 2016-02-11T11:00:00Z;Lugar de entrega: CERRO LARGO 823;Lugar de la apertura: Sección Compras;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-02-11T11:00:00Z,10-4,Dirección Nacional de Hidrografía,2016-01-21T13:00:00Z,2016-01-19T15:05:00Z,Leche- Regularización de trámite,10-4,Dirección Nacional de Hidrografía,compiled,tender,2016-01-27T10:45:00Z,NA,NA,NA,2016
ocds-yfs5dr-524141,adjudicacion-524141,524141,Compra por Excepción,Compra por Excepción 125/2016,direct,NA,Fecha de solicitud de prorroga: 2016-05-10T00:00:00Z;Fecha y hora de apertura: 2016-05-10T11:00:00Z;Lugar de entrega: Millan3420*;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-10T11:00:00Z,25-2,Consejo de Educación Primaria,NA,NA," ADQUISICIÓN DE 3.609 KILOS DE COMPLEMENTO PARA LECHE ""CONAMIGOS - CHOCOLATADA""",25-2,Consejo de Educación Primaria,compiled,tender,2016-04-28T13:25:00Z,NA,NA,NA,2016
ocds-yfs5dr-559410,adjudicacion-559410,559410,Compra Directa,Compra Directa 791/2016,open,NA,Fecha y hora de apertura: 2016-12-19T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: AV BOLIVIA N?: 2551  ;Fecha de solicitud de prorroga: 2016-12-16T00:00:00Z;Lugar de la apertura: Salón Azul de la Intendencia de Durazno; Herrera nº 908, 2016-11-03T12:05:00Z, 2016-12-19T11:00:00Z,1-1,Cámara de Senadores,NA,NA,Litros de leche del 19.08 al 19.09.2016,1-1,Cámara de Senadores,compiled,tender,2016-12-02T14:25:00Z,NA,NA,NA,2016
ocds-yfs5dr-552133,llamado-552133,552133,Licitación Abreviada,Licitación Abreviada 41/2016,open,NA,Fecha y hora de apertura: 2016-11-01T14:30:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: DEPARTAMENTO DE COMPRAS OFICINA 22;Fecha de solicitud de prorroga: 2016-10-27T00:00:00Z;Lugar de la apertura: DEPARTAMENTO DE COMPRAS OFICINA 22, 2016-11-03T12:05:00Z, 2016-11-01T14:30:00Z,25-4,Consejo de Educación Técnico-Profesional,2016-11-01T14:30:00Z,2016-10-21T14:15:00Z,"El Departamento de Compras realizara la Licitación Abreviada N°41/2016 para la Adquisición de Ración para vaca lechera. La recepción de ofertas y venta de pliegos será  hasta el día 1/11/2016 en el Departamento de Compras, cito en la calle San Salvador 1674 oficina 22 HASTA LAS 14.30 HORAS. ",25-4,Consejo de Educación Técnico-Profesional,compiled,tender,2016-10-21T14:15:00Z,NA,2016-10-27T00:00:00Z,NA,2016
ocds-yfs5dr-i237336,adjudicacion-i237336,i237336,Compra Directa,Compra Directa 319457/1/2016,open,NA,Fecha y hora de apertura: 2016-12-19T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: AV BOLIVIA N?: 2551  ;Fecha de solicitud de prorroga: 2016-12-16T00:00:00Z;Lugar de la apertura: Salón Azul de la Intendencia de Durazno; Herrera nº 908, 2016-11-03T12:05:00Z, 2016-12-19T11:00:00Z,98-1,Intendencia de Montevideo,2016-10-19T18:00:00Z,2016-10-14T22:40:00Z,"RACION PARA VACA LECHERA, RACION Y OTROS",98-1,Intendencia de Montevideo,compiled,tender,2016-12-08T22:40:00Z,NA,NA,NA,2016
ocds-yfs5dr-509929,adjudicacion-509929,509929,Compra Directa,Compra Directa 10050/2016,open,NA,Fecha de solicitud de prorroga: 2016-04-13T00:00:00Z;Fecha y hora de apertura: 2016-04-19T11:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-19T11:00:00Z,7-5,Dirección General de Servicios Ganaderos,2016-02-15T10:20:00Z,2016-02-05T10:25:00Z,"Cotizar: 25 kg de leche entera en polvo y 50 kg de harina de sangre en polvo.
contacto técnico: ucuore@mgap.gub.uy-22221063/130 ó 127-sector: parasitologia",7-5,Dirección General de Servicios Ganaderos,compiled,tender,2016-04-14T14:10:00Z,NA,NA,NA,2016
ocds-yfs5dr-i237650,adjudicacion-i237650,i237650,Compra Directa,Compra Directa 66265/2016,open,NA,Fecha y hora de apertura: 2016-10-26T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega:  Av. San Martín 3235 Oficina de Licitaciones.;Fecha de solicitud de prorroga: 2016-10-19T00:00:00Z;Lugar de la apertura: Av. San Martín 3235 Oficina de Licitaciones., 2016-11-03T12:05:00Z, 2016-10-26T11:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,LECHE,53-1,Banco de Seguros del Estado,compiled,tender,2016-10-21T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-536690,llamado-536690,536690,Licitación Abreviada,Licitación Abreviada 27/2016,open,NA,Fecha de solicitud de prorroga: 2016-08-04T00:00:00Z;Fecha y hora de apertura: 2016-08-09T14:30:00Z;Lugar de entrega: SAN SALVADOR 1674 OFICINA 22. DPTO. COMPRAS;Lugar de la apertura: SAN SALVADOR 1674 OFICINA 22. DPTO. COMPRAS;Fecha y hora del inicio de una puja: 2016-08-23T11:00:00Z, 2016-08-23T11:00:00Z, 2016-08-09T14:30:00Z,25-4,Consejo de Educación Técnico-Profesional,2016-08-09T14:30:00Z,2016-07-25T17:25:00Z,"El Departamento de Compras del Consejo de Educación Técnico Profesional (U.T.U.), 
realizará la Licitación Abreviada N° 27/16 para la adquisición de EQUIPAMIENTO PARA LA ESCUELA SUPERIOR DE LECHERIA COLONIA SUIZA; 
la recepción de las ofertas se realizará hasta el día 
9/08/2016 a las 14:30 Hs.
",25-4,Consejo de Educación Técnico-Profesional,compiled,tender,2016-07-25T17:25:00Z,NA,2016-08-04T00:00:00Z,NA,2016
ocds-yfs5dr-i236201,adjudicacion-i236201,i236201,Compra Directa,Compra Directa 65537/2016,open,NA,Fecha y hora de apertura: 2016-10-12T13:00:00Z;Lugar de entrega: AV BOLIVIA N?: 2551  ;Fecha de solicitud de prorroga: 2016-10-06T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2016-10-12T13:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,leche,53-1,Banco de Seguros del Estado,compiled,tender,2016-09-23T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-536514,adjudicacion-536514,536514,Compra Directa,Compra Directa 237/2016,open,NA,Fecha de solicitud de prorroga: 2016-08-11T00:00:00Z;Fecha y hora de apertura: 2016-08-16T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-08-16T11:00:00Z,29-9,Servicio Nacional de Ortopedia y Traumatología,2016-07-21T12:00:00Z,2016-07-19T12:00:00Z,"PEDIDO DE VIVERES FRESCOS.LACTEOS.CARNES,PANIFICADOS.YOGURT DIET DESCREMADOS.LECHE FERMENTADA C/MACROBIÓTICO S/SABOR. COTIZAR SOLO ON LINE.",29-9,Servicio Nacional de Ortopedia y Traumatología,compiled,tender,2016-07-25T11:35:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-552399,adjudicacion-552399,552399,Compra Directa,Compra Directa 676/2016,open,NA,Fecha y hora de apertura: 2016-11-10T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2016-11-07T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2016-11-03T12:05:00Z, 2016-11-10T11:00:00Z,1-1,Cámara de Senadores,NA,NA,Litros de leche consumidos del 2 al 18 Agosto 2016.-,1-1,Cámara de Senadores,compiled,tender,2016-10-24T14:20:00Z,NA,NA,NA,2016
ocds-yfs5dr-508301,adjudicacion-508301,508301,Compra Directa,Compra Directa 3/2016,open,NA,Fecha de solicitud de prorroga: 2016-01-21T00:00:00Z;Fecha y hora de apertura: 2016-01-25T14:30:00Z;Lugar de entrega: 8 DE OCTUBRE 2720- DPTO. DE RR.MM; OFICINA DE COMPRAS;Lugar de la apertura: OFICINA DE COMPRAS;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-01-25T14:30:00Z,29-9,Servicio Nacional de Ortopedia y Traumatología,2016-01-13T12:00:00Z,2016-01-08T12:05:00Z,"PEDIDO ALIMENTACIÓN. LACTEOS Y VASOS TERMICOS.LECHE FERM.C/PROBIÓTICO,QUESO MAGRO S/SAL,YOGURT FRUTADO DIET Y VASOS TÉRMICOS 240CC.FORMA DE PAGO FONDO ROTATORIO. COTIZAR SOLO ON LINE.",29-9,Servicio Nacional de Ortopedia y Traumatología,compiled,tender,2016-01-15T15:30:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-i237337,adjudicacion-i237337,i237337,Compra Directa,Compra Directa 319458/1/2016,open,NA,Fecha y hora de apertura: 2016-12-19T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: AV BOLIVIA N?: 2551  ;Fecha de solicitud de prorroga: 2016-12-16T00:00:00Z;Lugar de la apertura: Salón Azul de la Intendencia de Durazno; Herrera nº 908, 2016-11-03T12:05:00Z, 2016-12-19T11:00:00Z,98-1,Intendencia de Montevideo,2016-10-19T18:00:00Z,2016-10-14T22:40:00Z,"RACION PARA VACA LECHERA, RACION",98-1,Intendencia de Montevideo,compiled,tender,2016-12-08T22:40:00Z,NA,NA,NA,2016
ocds-yfs5dr-523743,adjudicacion-523743,523743,Compra Directa,Compra Directa 5618/2016,open,NA,Fecha de solicitud de prorroga: 2016-05-10T00:00:00Z;Fecha y hora de apertura: 2016-05-10T11:00:00Z;Lugar de entrega: Millan3420*;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-10T11:00:00Z,2-1,Presidencia  de la República y Oficinas Dependientes,NA,NA,Suministro de leche para el año 2016,2-1,Presidencia  de la República y Oficinas Dependientes,compiled,tender,2016-04-29T13:05:00Z,NA,NA,NA,2016
ocds-yfs5dr-i228837,adjudicacion-i228837,i228837,Compra Directa,Compra Directa 312545/1/2016,open,NA,Fecha de solicitud de prorroga: 2016-05-10T00:00:00Z;Fecha y hora de apertura: 2016-05-10T11:00:00Z;Lugar de entrega: Millan3420*;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-10T11:00:00Z,98-1,Intendencia de Montevideo,2016-04-25T18:00:00Z,2016-04-20T22:40:00Z,RACION PARA VACA LECHERA,98-1,Intendencia de Montevideo,compiled,tender,2016-04-26T22:40:00Z,NA,NA,NA,2016
ocds-yfs5dr-549642,llamado-549642,549642,Licitación Abreviada,Licitación Abreviada 6/2017,open,NA,Fecha y hora de apertura: 2016-10-13T11:30:00Z;Lugar de entrega: HOSPITAL BELLA UNION;Fecha de solicitud de prorroga: 2016-10-10T00:00:00Z;Lugar de la apertura: HOSPITAL BELLA UNION,NA, 2016-10-13T11:30:00Z,29-34,Centro Auxiliar de Bella Unión,2016-10-13T11:30:00Z,2016-10-06T12:21:00Z,LICITACION ABREVIADA Nº6/17 SUMINISTRO DE LECHE FRESCA,29-34,Centro Auxiliar de Bella Unión,compiled,tender,2016-10-06T12:21:00Z,NA,2016-10-10T00:00:00Z,NA,2016
ocds-yfs5dr-558566,llamado-558566,558566,Compra Directa,Compra Directa 430/2016,open,active,Fecha y hora de apertura: 2016-12-15T10:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: OFICINA DE COMPRAS HOSPITAL SAINT BOIS;Fecha de solicitud de prorroga: 2016-12-12T00:00:00Z;Lugar de la apertura: RAP-ASSE Tacuarembó UE 055, 2016-11-03T12:05:00Z, 2016-12-15T10:00:00Z,29-12,Hospital Dr. Gustavo Saint Bois,2016-12-02T10:00:00Z,2016-11-29T10:25:00Z,"PAN DULCE, BUDIN, PAPAS NOISSETTE, CREMA DE LECHE.",29-12,Hospital Dr. Gustavo Saint Bois,compiled,tender,2016-11-29T10:25:00Z,NA,NA,NA,2016
ocds-yfs5dr-519401,adjudicacion-519401,519401,Compra Directa,Compra Directa 270/2016,open,NA,Fecha de solicitud de prorroga: 2016-04-13T00:00:00Z;Fecha y hora de apertura: 2016-04-19T11:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-19T11:00:00Z,11-1,Dirección General de Secretaría,2016-04-04T14:00:00Z,2016-03-31T09:10:00Z,"SERVICIO PERMANENTE DE CAFE, JUGO DE NARANJA, LECHE, AGUA, BOCADOS DULCES Y SALADOS PARA 20 PERSONAS POR JORNADA SIN MOZO. LOS DIAS 11, 12, 13/4 EN EL HORARIO DE 9 A 18 HORAS Y EL DIA 14/4 EN EL HORARIO DE 9 A 12 HORAS. POR MAS CONSULTAS LLAMAR AL 2915-0103 INT. 1550 HABLAR CON SORAYA O RICHARD.-",11-1,Dirección General de Secretaría,compiled,tender,2016-04-06T11:35:00Z,NA,NA,NA,2016
ocds-yfs5dr-561803,adjudicacion-561803,561803,Compra Directa,Compra Directa 1335/2016,open,NA,Fecha y hora de apertura: 2016-12-30T11:00:00Z;Fecha y hora del inicio de una puja: 2016-11-03T12:05:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Fecha de solicitud de prorroga: 2016-12-30T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE, 2016-11-03T12:05:00Z, 2016-12-30T11:00:00Z,29-27,Centro Departamental de Rocha,NA,NA,ESTUDIOS - LECHE,29-27,Centro Departamental de Rocha,compiled,tender,2016-12-16T09:40:00Z,NA,NA,NA,2016
ocds-yfs5dr-534543,adjudicacion-534543,534543,Compra Directa,Compra Directa 377/2016,open,NA,Fecha de solicitud de prorroga: 2016-07-26T00:00:00Z;Fecha y hora de apertura: 2016-07-29T12:00:00Z;Lugar de entrega: Costanera Ayuí y Av. Salto Chico walkiria.perez@ose.com.uy;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-07-29T12:00:00Z,1-1,Cámara de Senadores,NA,NA,litros de leche por el período comprendido entre el 19 de abril y el 17 de mayo de 2016.,1-1,Cámara de Senadores,compiled,tender,2016-07-04T14:05:00Z,NA,NA,NA,2016
ocds-yfs5dr-528620,llamado-528620,528620,Licitación Abreviada,Licitación Abreviada 1/2016,open,active,Fecha de solicitud de prorroga: 2016-06-03T00:00:00Z;Fecha y hora de apertura: 2016-06-06T09:00:00Z;Lugar de entrega: CENTRO AUXILIAR SARANDI GRANDE;Lugar de la apertura: CENTRO AUXILIAR SARANDI GRANDE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-06T09:00:00Z,29-58,Red de Atención Primaria de Florida,2016-06-06T08:45:00Z,2016-05-26T11:50:00Z,CONTRATO Nº 01/16  LICITACIÓN ABREVIADA  * LA RED DE ATENCIÓN PRIMARIA DE FLORIDA A.S.S.E  LLAMA A LICITACIÓN ABREVIADA PARA EL SUMINISTRO DE LECHE PASTEURIZADA ENTERA DE ACUERDO CON LAS SIGUIENTES CONDICIONES,29-58,Red de Atención Primaria de Florida,compiled,tender,2016-05-26T11:50:00Z,NA,2016-06-03T00:00:00Z,NA,2016
ocds-yfs5dr-534106,adjudicacion-534106,534106,Compra Directa,Compra Directa 158/2016,open,NA,Fecha de solicitud de prorroga: 2016-07-26T00:00:00Z;Fecha y hora de apertura: 2016-07-29T12:00:00Z;Lugar de entrega: Costanera Ayuí y Av. Salto Chico walkiria.perez@ose.com.uy;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-07-29T12:00:00Z,29-64,Laboratorio Químico Industrial Francisco Dorrego,2016-07-04T14:00:00Z,2016-06-30T11:10:00Z,BOLSA BLANCO LECHE,29-64,Laboratorio Químico Industrial Francisco Dorrego,compiled,tender,2016-07-13T09:25:00Z,NA,NA,NA,2016
ocds-yfs5dr-545578,adjudicacion-545578,545578,Compra Directa,Compra Directa 587/2016,open,NA,Fecha de solicitud de prorroga: 2016-09-29T00:00:00Z;Fecha y hora de apertura: 2016-10-04T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PISO 7 - SECTOR EJIDO ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-10-05T10:05:00Z, 2016-10-05T10:05:00Z, 2016-10-04T11:00:00Z,1-1,Cámara de Senadores,NA,NA,Litros de leche por período: 23.06 al 20.07.16.,1-1,Cámara de Senadores,compiled,tender,2016-09-13T12:15:00Z,NA,NA,NA,2016
ocds-yfs5dr-i226396,adjudicacion-i226396,i226396,Compra Directa,Compra Directa 60561/2016,open,NA,Fecha de solicitud de prorroga: 2016-02-24T00:00:00Z;Fecha y hora de apertura: 2016-02-29T13:00:00Z;Lugar de entrega: ROOSEVELT 525 LAVALLEJA-MINAS;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-02-29T13:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,leche,53-1,Banco de Seguros del Estado,compiled,tender,2016-02-12T08:01:00Z,NA,NA,NA,2016
ocds-yfs5dr-514872,adjudicacion-514872,514872,Compra Directa,Compra Directa 10/2016,open,NA,Fecha de solicitud de prorroga: 2016-03-28T00:00:00Z;Fecha y hora de apertura: 2016-04-11T14:00:00Z;Lugar de entrega: CNO CARLOS MARIA DE PENA N?: 4579 ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-11T14:00:00Z,10-4,Dirección Nacional de Hidrografía,NA,NA,SUMINISTRO DE LECHE,10-4,Dirección Nacional de Hidrografía,compiled,tender,2016-02-25T14:50:00Z,NA,NA,NA,2016
ocds-yfs5dr-i233981,llamado-i233981,i233981,Licitación Pública,Licitación Pública 9/2016,open,active,Fecha y hora de apertura: 2016-09-13T15:00:00Z;Lugar de entrega: Av. Libertador 1409 piso 6;Fecha de solicitud de prorroga: 2016-09-12T00:00:00Z;Lugar de la apertura: Av. Libertador 1409 piso 6,NA, 2016-09-13T15:00:00Z,NA,NA,2016-09-13T15:00:00Z,2016-08-10T11:52:00Z,Compra de Leche en Polvo y  Larga Vida SGCC,NA,NA,compiled,tender,2016-08-10T11:52:00Z,NA,2016-09-12T00:00:00Z,NA,2016
ocds-yfs5dr-532937,adjudicacion-532937,532937,Compra Directa,Compra Directa 262/2016,open,NA,Fecha de solicitud de prorroga: 2016-07-04T00:00:00Z;Fecha y hora de apertura: 2016-07-11T14:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - 2º SUBSUELO -  ALA SUR - SECTOR SAN JOSE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-07-11T14:00:00Z,2-11,Secretaría  Nacional del Deporte,2016-06-27T13:00:00Z,2016-06-22T12:35:00Z,"Servicio de cafetería para 20 personas ( café, té, leche, masitas secas) sin mozo para el día 1º/07/16 Sala de Conferencias de la AUF",2-11,Secretaría  Nacional del Deporte,compiled,tender,2016-06-29T10:00:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-508004,adjudicacion-508004,508004,Compra Directa,Compra Directa 6/2016,open,NA,Fecha de solicitud de prorroga: 2016-03-04T00:00:00Z;Fecha y hora de apertura: 2016-03-09T13:00:00Z;Lugar de entrega: HAITI N?: 1600  ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-03-09T13:00:00Z,11-16,"Serv. Oficial Difusión, Radiotelevisión, Espectáculos",2016-01-12T15:00:00Z,2016-01-05T14:30:00Z,"Cafe tipo el El Chana; 30 Cajas de té mixto x 10; 15 cajas de té tipo Hornimans x 100; 30 cajas Stevia x 100 sobres; leche larga vida con vencimiento de un año; guantes talle M.detergente, repasadores, esponjas, hipoclorito.
PAGO SIIF 60/90 DIAS
OFERTAS VALIDAS SOLO INGRESADAS EN SITIO DE COMPRAS ESTATALES.",11-16,"Serv. Oficial Difusión, Radiotelevisión, Espectáculos",compiled,tender,2016-02-15T15:10:00Z,electronicSubmission,NA,NA,2016
