parties.memberOf.id.keyword: Descending,contracts.title: Descending,categoría,alias_contrato_importe: Descending,alias_contrato_moneda: Descending,PESOS,fecha,año,alias_proveedor: Descending,OCID,tender.procurementMethod: Descending,source.keyword: Descending,Count,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,5210000,MXN,5210000,03/01/2015,2015,CENTRO DE ACOPIO DE CORREGIDORA,OCDS-0UD2Q6-CADQ/2042/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,5195480,MXN,5195480,08/12/2016,2016,SOCIEDAD COOPERATIVA BARRANCA DE PINOS PRIETOS S.C.L.,OCDS-0UD2Q6-CADQ/3756/2015,direct,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE EN POLVO,Transporte,5182566,MXN,5182566,12/03/2015,2015,TRANSPORTES UNIDOS PEREZ S.A. DE C.V.,OCDS-0UD2Q6-AA-020VST001-N87-2015,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=636471,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,5182566,MXN,5182566,02/01/2016,2016,TRANSPORTES UNIDOS PEREZ S.A. DE C.V.,OCDS-0UD2Q6-PST/994/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE DE IMPORTACION,Compra de leche,5140000,MXN,5140000,31/12/2015,2015,EMPRESA DE COMERCIO EXTERIOR DE COOPERATIVAS LECHERAS S. DE R.L. (LACPOL),OCDS-0UD2Q6-CEX/248/2015,direct,,1,
liconsa sa de cv,ADQUISICIÓN DE 2000 TM DE LECHE DESCREMADA EN POLVO CON EL PROVEEDOR LACPOL,Compra de leche,5140000,USD,85221200,12/01/2015,2015,EMPRESA DE COMERCIO EXTERIOR DE COOPERATIVAS LECHERAS S. DE R.L. (LACPOL),OCDS-0UD2Q6-SA-020VST012-I2-2015,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=516392,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,5100000,MXN,5100000,31/12/2013,2013,PRODUCTORES DE LECHE DE RANCHO VALLE ESCONDIDO S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/463/2014,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,5084000,MXN,5084000,01/01/2015,2015,JOSE DE JESUS MARQUEZ MARQUEZ,OCDS-0UD2Q6-CADQ/751/2015,direct,,1,
liconsa sa de cv,"SERVICIO DE TRANSPORTE DE LECHE FRESCA DE LOS CENTROS DE ACOPIO A LA PLANTA DE JIQUILPAN, MICHOACÁN. DEL 01-03-18 AL 31-12-18.",Transporte,5069097.5,MXN,5069097.5,28/02/2018,2018,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST007-E2-2018,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1384518,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,5000000,MXN,5000000,09/09/2016,2016,SOCIEDAD DE PRODUCTORES LACTEOS DE SANTA ROSALIA S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/484/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,5000000,MXN,5000000,09/02/2017,2017,GRUPO GAVATT DE PRODUCTORES DE LECHE DE ROSALES S. DE R.L. DE M.I.,OCDS-0UD2Q6-CADQ/486/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4997200,MXN,4997200,03/05/2018,2018,PRODUCTORES AGROPECUARIOS DE ARROYO BRAVO S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/3068/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4941000,MXN,4941000,31/12/2015,2015,PRODUCTORES DE LECHE DE ACAJETE S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/1375/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,4898000,MXN,4898000,31/12/2014,2014,CENTRO DE ACOPIO DE VENUSTIANO CARRANZA,OCDS-0UD2Q6-CADQ/1376/2015,direct,,1,
liconsa sa de cv,"ADQUISICIÓN DE 2000 TM DE LECHE ENTERA EN POLVO CON EL PROVEEDOR MASTELLONE HERMANOS, S.A.",Compra de leche,4860000,USD,84418200,15/12/2015,2015,MASTELLONE HERMANOS S.A.,OCDS-0UD2Q6-SA-020VST012-I64-2015,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=831270,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,4854063.5,MXN,4854063.5,31/12/2017,2017,UNION LOGISTICA DE JALISCO POBA S. DE R.L. DE C.V.,OCDS-0UD2Q6-AA-020VST001-E13-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1134714,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4823600,MXN,4823600,31/12/2014,2014,PRODUCTORES UNIDOS DE MATATLAN S.P.R. DE R.I.,OCDS-0UD2Q6-CADQ/40/2015,direct,,1,
liconsa sa de cv,CONTRATO PARA LA ADJUDICACIÓN DEL SERVICIO DE TRANSPORTE DE LECHE FRESCA DE LOS C.A. A PLANTAS DE LICONSA,Transporte,4816783.5,MXN,4816783.5,31/12/2013,2013,"TRANSPORTES JUAN PABLO, S.A. de C.V.",OCDS-0UD2Q6-SA-020VST015-N20-2013,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=350663,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE FRESCA A CENTROS DE ACOPIO,Transporte,4816783.5,MXN,4816783.5,08/01/2013,2013,"TRANSPORTES JUAN PABLO, S.A. de C.V.",OCDS-0UD2Q6-PST/93/2014,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,4799685,MXN,4799685,31/12/2017,2017,TRANSPORTES EHL DEL CENTRO S.A DE C.V.,OCDS-0UD2Q6-AA-020VST001-E13-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1134714,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,4716000,MXN,4716000,03/01/2015,2015,CENTRO DE ACOPIO DE ALVARO OBREGON,OCDS-0UD2Q6-CADQ/2021/2015,direct,,1,
liconsa sa de cv,"ADQUISICIÓN DE 2,000 TM DE LECHE DESCREMADA EN POLVO CON EL PROVEEDOR COMERCIO EXTERIOR DE COOPERATIVAS LECHERAS ""LACPOL""",Compra de leche,4700000,USD,96115000,19/02/2017,2017,EMPRESA DE COMERCIO EXTERIOR DE COOPERATIVAS LECHERAS S. DE R.L. (LACPOL),OCDS-0UD2Q6-AA-020VST012-E7-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1091684,1,
liconsa sa de cv,"CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO, UHT Y SUPLEMENTO ALIMENTICIO",Transporte,4694700,MXN,4694700,09/02/2017,2017,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-E2-2017,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1048954,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE FRESCA A CENTROS DE ACOPIO,Transporte,4672000,MXN,4672000,02/01/2014,2014,TRANSLIQUIDOS SERRA S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST007-N2-2014,open,,1,
liconsa sa de cv,SERVICIO DE TRANSPORTE DE LECHE FRESCA DE CENTROS DE ACOPIO A PLANTA,Transporte,4672000,MXN,4672000,28/02/2014,2014,TRANSLIQUIDOS SERRA S.A. DE C.V.,OCDS-0UD2Q6-PST/1359/2014,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=359559,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4650000,MXN,4650000,31/12/2014,2014,PRODUCTORES UNIDOS DE LOS DOLORES S.C.L.,OCDS-0UD2Q6-CADQ/41/2015,direct,,1,
liconsa sa de cv,CONTRATACION DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO 2015,Transporte,4618400,MXN,4618400,28/02/2015,2015,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N1-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=501818,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE UHT,Transporte,4618400,MXN,4618400,02/01/2015,2015,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-PST/782/2015,open,,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO,Transporte,4598200,MXN,4598200,31/12/2013,2013,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-PST/184/2014,open,,1,
liconsa sa de cv,CONTRATACION DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO 2015,Transporte,4566100,MXN,4566100,28/02/2015,2015,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-LA-020VST001-N1-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=501818,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE UHT,Transporte,4566100,MXN,4566100,02/01/2015,2015,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-PST/787/2015,open,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,4560720,MXN,4560720,05/05/2017,2017,EL CANTO DEL RUISEÑOR DEL CAMPO 66 S.A. DE C.V.,OCDS-0UD2Q6-CADQ/3783/2015,direct,,1,
liconsa sa de cv,TRANSPORTE DE LECHE FRESCA FRIA A CENTROS DE ACOPIO,Transporte,4555278,MXN,4555278,09/12/2016,2016,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-PST/3715/2016,direct,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE EN POLVO 2016,Transporte,4538500,MXN,4538500,31/01/2016,2016,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N2-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763784,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO,Transporte,4538500,MXN,4538500,01/01/2016,2016,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-PST/1129/2016,open,,1,
liconsa sa de cv,Prórroga al servicio de transporte y distribución de leche partida 05-JIQ-L-LP-18,Transporte,4535474.8,MXN,4535474.8,01/01/19,2019,TRANSPORTES EHL DEL CENTRO S.A DE C.V.,LA-020VST001-E1-2018,open,,1,
liconsa sa de cv,RECOLECCIÓN Y TRANSPORTE DE LECHE FRESCA DE LOS CENTROS DE ACOPIO A LAS PLANTAS,Transporte,4529250,MXN,4529250,25/04/19,2019,"Translíquidos Refrigerados López, S.A. de C.V.",LA-020VST001-E15-2019,open,,1,
liconsa sa de cv,Prórroga al servicio de transporte y distribución de leche partida 08-TLN-L-LP-18,Transporte,4529148.2,MXN,4529148.2,01/01/19,2019,ALFONSO NAVA BURGOS,LA-020VST001-E1-2018,open,,1,
liconsa sa de cv,"SERVICIO DE TRANSPORTE DE LECHE FRESCA DE LOS CENTROS DE ACOPIO A PLANTA DE JIQUILPAN MICHOCÁN, PARA EL PERÍODO DEL 01-03-2017 AL 31-12-2017.",Transporte,4501199,MXN,4501199,28/02/2017,2017,"TRANSPORTES BIBI ESPECIALIZADOS EN LACTEOS, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST007-E26-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1560244,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,4500000,MXN,4500000,04/01/2015,2015,LECHE Y DERIVADOS DE LOS ALTOS S. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/2018/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4500000,MXN,4500000,06/01/2018,2018,LACTEOS Y FORRAJES S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/3138/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4500000,MXN,4500000,06/01/2018,2018,ENFRIADORA BAJIO DE SAN JOSE S.A. DE C.V.,OCDS-0UD2Q6-CADQ/3141/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE 1 000 T.M. DE LECHE DESCREMADA EN POLVO ESTANDAR ORIGINARIA DE ARGENTINA,Compra de leche,4495000,MXN,4495000,02/01/2013,2013,MASTELLONE HERMANOS S.A.,OCDS-0UD2Q6-CEX/940/2011,direct,,1,
liconsa sa de cv,COMPRAVENTA DE 1 000 T.M. DE LECHE ENTERA EN POLVO ESTANDAR ORIGINARIA DE ARGENTINA,Compra de leche,4495000,MXN,4495000,02/01/2013,2013,MASTELLONE HERMANOS S.A.,OCDS-0UD2Q6-CEX/939/2011,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4453000,MXN,4453000,11/04/2016,2016,GRUPO LACTEOS DE MEOQUI A.C.,OCDS-0UD2Q6-CADQ/726/2016,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,4450000,MXN,4450000,03/01/2015,2015,MARTIN JIMENEZ MIRANDA,OCDS-0UD2Q6-CADQ/2611/2015,direct,,1,
liconsa sa de cv,Prórroga al servicio de transporte y distribución de leche partida 12-GUA-L-LP-2018,Transporte,4441928.93,MXN,4441928.93,01/01/19,2019,UNION LOGISTICA DE JALISCO POBA S. DE R.L. DE C.V.,LA-020VST001-E1-2018,open,,1,
liconsa sa de cv,"CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO, UHT Y SUPLEMENTO ALIMENTICIO",Transporte,4413120,MXN,4413120,28/02/2018,2018,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-E2-2018,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1370619,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4396000,MXN,4396000,31/12/2014,2014,OTATLAN PEQUEÑOS PRODUCTORES DE LECHE S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/44/2015,direct,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y EN POLVO A PUNTOS DE VENTA MODIFICACION,Transporte,4386771.5,MXN,4386771.5,31/12/2016,2016,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-LA-020VST001-N1-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763801,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4383753.5,MXN,4383753.5,31/12/2015,2015,LOS DYDUSIAK S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/654/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4377600,MXN,4377600,01/01/2015,2015,AGRO LECHERA ALTEÑA S.A. DE C.V.,OCDS-0UD2Q6-CADQ/749/2015,direct,,1,
liconsa sa de cv,Prórroga al servicio de transporte y distribución de leche partida 06-JIQ-L-LP-19,Transporte,4346387.04,MXN,4346387.04,01/01/19,2019,TRANSPORTES EHL DEL CENTRO S.A DE C.V.,LA-020VST001-E1-2018,open,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4346183,MXN,4346183,31/12/2015,2015,SOCIEDAD COOPERATIVA BARRANCA DE PINOS PRIETOS S.C.L.,OCDS-0UD2Q6-CADQ/626/2016,direct,,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO,Transporte,4321098,MXN,4321098,31/12/2013,2013,TRANSPORTES UNIDOS PEREZ S.A. DE C.V.,OCDS-0UD2Q6-PST/175/2014,open,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,4299609.5,MXN,4299609.5,31/12/2017,2017,TRANSPORTES EHL DEL CENTRO S.A DE C.V.,OCDS-0UD2Q6-LA-020VST001-E1-2017,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1045358,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE FRESCA FRIA A CENTOS DE ACOPIO,Transporte,4280034,MXN,4280034,06/04/2017,2017,TRANSLIQUIDOS REFRIGERADOS LOPEZ TRANSLIQUIDOS JUAN PABLO TRANSLIQUIDOS SERRA Y FRANCISCO JAVIER GALLARDO JIMENEZ,OCDS-0UD2Q6-PST/2732/2016,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,4272228.5,MXN,4272228.5,31/12/2015,2015,CENTRO DE ACOPIO DE TLAJOMULCO DE ZUÑEGA,OCDS-0UD2Q6-CADQ/552/2016,direct,,1,
liconsa sa de cv,"ADQUISICIÓN DE 1,020 TM DE LECHE DESCREMADA EN POLVO NO INSTANTÁNEA SIN FORTIFICAR - DAIRYAMERICA, INC.",Compra de leche,4268700,USD,56389527,10/10/2013,2013,"FONTERRA MEXICO, S.A. de C.V.",OCDS-0UD2Q6-SA-020VST012-I51-2013,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=311121,1,
liconsa sa de cv,"ADQUISICIÓN DE 1,800 TM DE LECHE DESCREMADA EN POLVO CON EL PROVEEDOR LAKTOPOL SP. Z.o.o.",Compra de leche,4239000,USD,69985890,11/05/2015,2015,LAKTOPOL SP. z O.O.,OCDS-0UD2Q6-SA-020VST012-I19-2015,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=610228,1,
liconsa sa de cv,SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO COMPLEMENTO ALIMENTICIO Y LECHE UHT,Transporte,4238000,MXN,4238000,28/02/2013,2013,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-AA-020VST001-N63-2013,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=449218,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4237000,MXN,4237000,31/12/2014,2014,CENTRO DE DESARROLLO LECHERO Y ALIMENTACION CALDERON S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/42/2015,direct,,1,
liconsa sa de cv,ADJUDICACION DIRECTA AUT COMITE TRANSP DE LECHE EN POLVO 2016,Transporte,4219394,MXN,4219394,31/01/2016,2016,TRANSPORTES UNIDOS PEREZ S.A. DE C.V.,OCDS-0UD2Q6-AA-020VST001-E12-2016,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=852315,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO,Transporte,4219394,MXN,4219394,01/01/2016,2016,TRANSPORTES UNIDOS PEREZ S.A. DE C.V.,OCDS-0UD2Q6-PST/1069/2016,direct,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE (MP) 2014,Transporte,4204856,MXN,4204856,28/02/2014,2014,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N12-2014,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=362164,1,
liconsa sa de cv,TRANSPORTE DE LECHE EN POLVO,Transporte,4204856,MXN,4204856,02/01/2014,2014,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,OCDS-0UD2Q6-PST/785/2014,open,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,4195000,MXN,4195000,03/01/2015,2015,LOS DYDUSIAK S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/2631/2015,direct,,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,4191039,MXN,4191039,02/01/2015,2015,AUTOLINEAS JUAN MAÑON S.A. DE C.V.,OCDS-0UD2Q6-PST/665/2015,open,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,4185000,MXN,4185000,05/01/2016,2016,AGRO LECHERA ALTEÑA S.A. DE C.V.,OCDS-0UD2Q6-CADQ/3067/2016,direct,,1,
liconsa sa de cv,TRANSPORTE DE LECHE EN POLVO,Transporte,4175400,MXN,4175400,25/04/19,2019,COMPAÑÍA LOGISTICA GUENDU LINE S.A. DE C.V.,LA-020VST001-E12-2019,open,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y EN POLVO A PUNTOS DE VENTA MODIFICACION,Transporte,4157378,MXN,4157378,31/12/2016,2016,AUTOLINEAS JUAN MAÑON S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N1-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763801,1,
liconsa sa de cv,TRANSPORTE DE LECHE EN POLVO,Transporte,4152128,MXN,4152127.5,25/04/19,2019,"Soluciones Logísticas Inteligentes, S.A. de C.V. en forma conjunta con José Ledesma Ávila, David Trejo Barrón, Corporativo Alpeñas, S. de R.L. de C.V. Héctor Isaac Peña Sánchez y Alex Javier Huerta Sierra.",LA-020VST001-E12-2019,open,,1,
liconsa sa de cv,LA-020VST008-N35-2015 TRANSPORTE DE LECHE FRESCA MAYO-DICIEMBRE 2015,Transporte,4120680,MXN,4120680,30/04/2015,2015,HECTOR QUINTANILLA MONTES,OCDS-0UD2Q6-LA-020VST008-N35-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=542764,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE A CENTROS DE ACOPIO,Transporte,4120680,MXN,4120680,04/01/2015,2015,HECTOR QUINTANILLA MONTES,OCDS-0UD2Q6-PST/2252/2015,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE LECHE LIQUIDA EN POLVO A PUNTOS DE VENTA,Transporte,4098953.5,MXN,4098953.5,31/12/2017,2017,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST001-E13-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1134714,1,
liconsa sa de cv,"Prórroga al Servicio de transporte y distribución de leche en polvo, UHT y suplemento alimenticio partida 17-TLH-U-AD-18",Transporte,4073560,MXN,4073560,01/01/19,2019,TRANSPORTES ESDO S.A DE C.V,S/I,,,1,
liconsa sa de cv,Prórroga al servicio de transporte y distribución de leche 11-TLH-L-LP-2018,Transporte,4059539.03,MXN,4059539.03,01/01/19,2019,"ENLACES TERRESTRES ASOCIADOS DE MORELOS, S. DE R.L. DE C.V.",S/I,,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE UHT,Transporte,4050000,MXN,4050000,11/03/2015,2015,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-SA-020VST001-N49-2015,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=547603,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE UHT,Transporte,4050000,MXN,4050000,02/12/2015,2015,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-PST/1367/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,4026000,MXN,4026000,31/12/2014,2014,CENTRO DE ACOPIO DE TAMPICO ALTO,OCDS-0UD2Q6-CADQ/1148/2015,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,4018437.75,MXN,4018437.75,31/12/2017,2017,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-AA-020VST001-E13-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1134714,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,4000000,MXN,4000000,02/01/2015,2015,LECHE Y DERIVADOS DE LOS ALTOS S. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/1206/2015,direct,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,3995053.5,MXN,3995053.5,31/12/2017,2017,"ENLACES TERRESTRES ASOCIADOS de MORELOS, S. de R.L. de C.V.",OCDS-0UD2Q6-AA-020VST001-E13-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1134714,1,
liconsa sa de cv,SERVICIO DE TRANSPORTE DE LECHE FRESCA,Transporte,3994383.5,MXN,3994383.5,31/07/2017,2017,HECTOR QUINTANILLA MONTES,OCDS-0UD2Q6-LA-020VST008-E35-2017,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1195530,1,
liconsa sa de cv,"CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO, UHT Y SUPLEMENTO ALIMENTICIO",Transporte,3993100,MXN,3993100,28/02/2018,2018,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-LA-020VST001-E2-2018,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1370619,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE UHT,Transporte,3973327.25,MXN,3973327.25,02/03/2015,2015,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-PST/1365/2015,direct,,1,
