contracts/awardID,_nomenclatura,tender/tenderPeriod/startDate,buyer/name,tender/description,tender/numberOfBidders,tender/value/currency,planning/budget/estimatedValue,contracts/contractingRegime/name,contracts/items/classification/scheme,tender/procurementMethod,_contracts/id/additionalInformation,contracts/value/amount,entidad_contratante,awards/suppliers/name,ruc,contracts/description,contracts/value/currency,contracts/value/amount/original,contracts/period/startDate,contracts/contractingNumber
110407,LP-CLASICO-1-2015-MPH-1,2015-05-18,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE VASO DE LECHE DEL EJERCICIO 2015 DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAYO.,1,PEN,"914022,00",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"1201392,00",MUNICIPALIDAD PROVINCIAL DE HUANCAYO,NIISA CORPORATION SA,20502503180,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE VASO DE LECHE DEL EJERCICIO 2015 DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAYO,PEN,"858402,00",09/07/2015,44
109100,ADS-CLASICO-6-2015-MDL / CE-1,2015-05-14,MUNICIPALIDAD DISTRITAL DE LINCE,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE,1,PEN,"198526,50",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"193102,00",MUNICIPALIDAD DISTRITAL DE LINCE,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE,PEN,"193102,00",19/06/2015,05-2015-MDL-GAF
114129,ADS-CLASICO-3-2015-MPC/CEADHOC-1,2015-05-26,MUNICIPALIDAD PROVINCIAL DE CARHUAZ,"ADQUISICIàN DE INSUMOS DEL PROGRAMA VASO DE LECHE PARA LOS BENEFICIARIOS DEL DISTRITO DE CARHUAZ, PROVINCIA DE CARHUAZ-ANCASH",1,PEN,"129826,80",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"129716,32",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,NIISA CORPORATION SA,20502503180,"ADQUISICIàN DE INSUMOS DEL PROGRAMA VASO DE LECHE PARA LOS BENEFICIARIOS DEL DISTRITO DE CARHUAZ, PROVINCIA DE CARHUAZ-ANCASH",PEN,"107730,00",30/07/2015,004-2015-MPC
116306,AMC-CLASICO-2-2015-MDA-1,2015-05-29,MUNICIPALIDAD DISTRITAL DE AMARILIS,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2015,1,PEN,"804669,12",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación de Menor Cuantía,Clásico,"804669,12",MUNICIPALIDAD DISTRITAL DE AMARILIS,NIISA CORPORATION SA,20502503180,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2015,PEN,"804669,12",23/07/2015,1
108652,AMC-CLASICO-1-2015-CE-MDM-1,2015-05-13,MUNICIPALIDAD DISTRITAL DE MALA,ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE 2015,1,PEN,"216890,30",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación de Menor Cuantía,Clásico,"216890,30",MUNICIPALIDAD DISTRITAL DE MALA,NIISA CORPORATION SA,20502503180,"ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE 2015, CORRESPONDIENTE A LA LECHE EVAPORADA ENTERA POR 410 GRAMOS",PEN,"116916,80",02/07/2015,002-2015-PVL-SGL-GAF-MDM
107947,LP-CLASICO-2-2015-CE/MDSM-1,2015-05-13,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,1,PEN,"400623,14",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"395823,60",MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE,NA,"395823,60",09/09/2015,S/N
116134,ADP-CLASICO-2-2015-C/E-1,2015-05-25,MUNICIPALIDAD PROVINCIAL DE YUNGAY,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA DEL VASO DE LECHE 2015,1,PEN,"220221,94",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Pública,Clásico,"220221,93",MUNICIPALIDAD PROVINCIAL DE YUNGAY,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE 2015 DE LA MUNICIPALIDAD PROVINCIAL DE YUNGAY.,PEN,"137824,00",17/09/2015,BIENES N° 004-2015-MPY/GM
348370,AS-SM-1-2017-MPJ/CS-1,2017-04-04,MUNICIPALIDAD PROVINCIAL DE JAUJA,ADQUISICIÓN DE ALIMENTOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE JAUJA,1,PEN,"289037,20",Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"289037,20",MUNICIPALIDAD PROVINCIAL DE JAUJA,NIISA CORPORATION SA,20502503180,"ADQUISICIÓN DE ALIMENTOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE JAUJA, ÍTEM I- LECHE EVAPORADA ENTERA EN TARROS DE 410 GR",PEN,"152244,24",19/05/2017,138-2017-MPJ
353978,AS-SM-5-2017-MPH/CS-1,2017-04-11,MUNICIPALIDAD PROVINCIAL DE HUANTA,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE CORRESPONDIENTE AL AÑO FISCAL 2017,1,PEN,"347631,00",Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"194406,00",MUNICIPALIDAD PROVINCIAL DE HUANTA,NIISA CORPORATION SA,20502503180,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE CORRESPONDIENTE AL AÑO FISCAL 2017,PEN,"194406,00",06/06/2017,006-2017
355544,LP-SM-1-2017-MPM/CH-1,2017-04-11,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE MORROPÓN CHULUCANAS PARA EL AÑO 2017,1,PEN,"1123734,80",Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"623714,12",MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON  CHULUCANAS AÑO 2017 ÍTEM I - LECHE EVAPORADA ENTERA EN LATA X 410 GRS,NA,"623714,12",11/09/2017,3
349293,DIRECTA-PROC-1-2017-MPA/LOG-1,2017-04-27,MUNICIPALIDAD PROVINCIAL DE AYABACA,"""ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE POR DESABASTECIMIENTO INMINENTE""",1,PEN,"294887,40",Ley N° 30225 - Ley de Contrataciones del Estado,bien,Contratación Directa,Procedimiento,"294887,40",MUNICIPALIDAD PROVINCIAL DE AYABACA,NIISA CORPORATION SA,20502503180,LECHE EVAPORADA ENTERA,PEN,"113190,00",18/05/2017,10
254177,AS-SM-4-2016-MPSAP-CS-1,2016-04-04,MUNICIPALIDAD PROVINCIAL DE SAN ANTONIO DE PUTINA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PUTINA.,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"231081,56",MUNICIPALIDAD PROVINCIAL DE SAN ANTONIO DE PUTINA,NIISA CORPORATION SA,20502503180,CONTRATO DE ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PUTINA,NA,"178099,56",12/07/2016,00-2016
259128,AS-SM-5-2016-MDC/CS-1,2016-04-15,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"179229,00",MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,NIISA CORPORATION SA,20502503180,ADQUISICION DE HOJUELAS DE CEREALES CON SOYA PARA EL PROGRAMA DEL VASO DE LECHE,PEN,"71709,00",09/06/2016,CONTRATO 10
259656,LP-SM-1-2016-MPSR-J-1,2016-04-18,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,"CONTRATACION DE BIEN: SUMINISTRO DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE, SAN ROMAN - JULIACA",1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"1636904,16",MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,NIISA CORPORATION SA,20502503180,CONTRATO DE BIENES,PEN,"1144072,80",21/06/2016,022-2016/MPSR/J
258017,AS-SM-1-2016-CS/MDA-2,2016-04-19,MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA VASO DE LECHE - AÑO FISCAL 2016,2,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"36888,00",MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA,NIISA CORPORATION SA,20502503180,CONTRATO DE SUMINISTRO DE ALIMENTOS PARA EL PROGRAMA VASO DE LECHE - LECHE EVAPORADA ENERA- DE LA MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA,PEN,"36888,00",28/09/2016,91
260614,LP-SM-1-2016-MPM/CH-1,2016-04-20,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS PARA EL AÑO 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"1116735,20",MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE,PEN,"616815,50",10/08/2016,4-2016
261234,AS-SM-1-2016-MDSPC-1,2016-04-22,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA SOCIAL VASO DE LECHE 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"143108,20",MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS,NIISA CORPORATION SA,20502503180,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA SOCIAL VASO DE LECHE ITEM I LECHE EVAPORADA ENTERA (TARRO X 410 GRS),PEN,"81974,60",28/06/2016,CONTRATO NRO 0111-2016-AL/MDSPC
260963,AS-SM-5-2016-MPH/CE-2,2016-04-22,MUNICIPALIDAD PROVINCIAL DE HUAMANGA,"ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE,   LECHE EVAPORADA DE 410 G",2,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"339413,58",MUNICIPALIDAD PROVINCIAL DE HUAMANGA,NIISA CORPORATION SA,20502503180,"ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE, LECHE EVAPORADA DE 410 G",PEN,"339413,58",13/06/2016,951
255653,AS-SM-2-2016-MPHI/CS-2,2016-04-06,MUNICIPALIDAD PROVINCIAL DE HUARI,ADQUISICION DE SUMINISTRO DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUARI - ANCASH,2,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"68198,40",MUNICIPALIDAD PROVINCIAL DE HUARI,NIISA CORPORATION SA,20502503180,ADQUISICION DE SUMINISTRO DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUARI - ANCASH,PEN,"68198,40",27/05/2016,CONTRATO DE ADJUDICACION SIMPLIFICADA N° 002-2016-MPHi/CS
255706,LP-SM-1-2016-MPHCO/CS-1,2016-04-07,MUNICIPALIDAD PROVINCIAL DE HUANUCO,ADQUISICION DE PRODUCTOS DE PROGRAMA VASO DE LECHE PARA EL EJERCICIO FISCAL 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"902447,28",MUNICIPALIDAD PROVINCIAL DE HUANUCO,NIISA CORPORATION SA,20502503180,ADQUISICION DE PRODUCTOS DE PROGRAMA VASO DE LECHE PARA EL EJERCICIO FISCAL 2016,PEN,"534068,00",01/06/2016,016-2016
255664,DIRECTA-PROC-1-2016-SGLYGP/MDSMP-1,2016-04-12,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LECHE EVAPORADA ENTERA DE 410GR PARA EL PROGRAMA DE VASO DE LECHE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Contratación Directa,Procedimiento,"651908,85",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,NIISA CORPORATION SA,20502503180,LECHE EVAPORADA ENTERA DE 410GR PARA EL PROGRAMA DE VASO DE LECHE,PEN,"651908,85",18/04/2016,22
257766,AS-SM-1-2016-OEC-1,2016-04-12,MUNICIPALIDAD DISTRITAL DE CCOCHACCASA,ADQUISICIÓN DE PRODUCTOS PARA EL PROGRAMA DEL VASO DE LECHE 2016 DEL DISTRITO DE CCOCHACCASA,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"40780,80",MUNICIPALIDAD DISTRITAL DE CCOCHACCASA,NIISA CORPORATION SA,20502503180,CONTRATO DE SUMINISTRO DE BIENES Nº 001-2016-A/MDCC,NA,"40780,80",24/06/2016,CONTRATO DE SUMINISTRO DE BIENES Nº 001-2016-A/MDCC
261800,LP-SM-2-2016-MDP/CS-1,2016-04-25,MUNICIPALIDAD DISTRITAL DE PACHACAMAC,CONTRATACION DE SUMINISTRO DE BIENES ADQUISICION DE INSUMOS PARA PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PACHACAMAC,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"632556,65",MUNICIPALIDAD DISTRITAL DE PACHACAMAC,NIISA CORPORATION SA,20502503180,CONTRATACION DE SUMINISTRO DE BIENES ADQUISICION DE INSUMOS PARA PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PACHACAMAC - ITEM I - LECHE EVAPORADA ESTERILIZADA,NA,"413551,05",12/07/2016,030-2016-MDP/GAF
261800,LP-SM-2-2016-MDP/CS-1,2016-04-25,MUNICIPALIDAD DISTRITAL DE PACHACAMAC,CONTRATACION DE SUMINISTRO DE BIENES ADQUISICION DE INSUMOS PARA PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PACHACAMAC,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"632556,65",MUNICIPALIDAD DISTRITAL DE PACHACAMAC,NIISA CORPORATION SA,20502503180,CONTRATACION DE SUMINISTRO DE BIENES ADQUISICION DE INSUMOS PARA PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PACHACAMAC - ITEM II - HOJUELAS DE CEREALES CON SOYA PRECOCIDOS ENRIQUECIDOS,PEN,"219005,60",12/07/2016,029-2016-MDP/GAF
261832,AS-SM-9-2016-MDB/CSP-1,2016-04-26,MUNICIPALIDAD DISTRITAL DE BELLAVISTA - PROV. CALLAO,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE PARA LA MUNICIPALIDAD DISTRITAL DE BELLAVISTA (SUMINISTRO DE LECHE EVAPORADA ENTERA EN TARRO DE 410GRS Y HOJUELAS DE CEREALES CON SOYA PRECOCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES EN BOLSA DE 440GRS),1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"325050,58",MUNICIPALIDAD DISTRITAL DE BELLAVISTA - PROV. CALLAO,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE PARA LA MUNICIPALIDAD DISTRITAL DE BELLAVISTA (SUMINISTRO DE LECHE EVAPORADA ENTERA EN TARRO DE 410GRS Y HOJUELAS DE CEREALES CON SOYA PRECOCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES,NA,"325050,58",31/05/2016,001-2016
263027,LP-SM-1-2016-CS/MDA-1,2016-04-28,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,ADQUISICION DE INSUMOS DEL PROGRAMA DEL VASO DE LECHE POR DOS AÑOS - DISTRITO DE ATE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"10281018,20",MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS DEL PROGRAMA DEL VASO DE LECHE PARA DOS AÑOS DISTRITO DE ATE,NA,"10281018,20",12/08/2016,N° 023-2016-MDA
263341,DIRECTA-PROC-1-2016-MDP-1,2016-04-29,MUNICIPALIDAD DISTRITAL DE PACHACAMAC,ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA Y HOJUELAS DE CEREALES CON SOYA PRECOCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PACHACAMAC,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Contratación Directa,Procedimiento,"207705,73",MUNICIPALIDAD DISTRITAL DE PACHACAMAC,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA Y HOJUELAS DE CEREALES CON SOYA PRECOCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE PACHACAMAC,PEN,"207705,73",01/06/2016,022-2016-MDP/GAF
118663,EXO-PROC-4-2015-MDE-CE.,2015-06-04,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,Contratación de Suministro de Bienes Alimenticios para el Programa Vaso de Leche consistente en Leche Evaporada Entera para el periodo Junio - 2015,NA,PEN,"42261,70",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Exoneración,Procedimiento,"42261,70",MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,NIISA CORPORATION SA,20502503180,Contratación de Suministro de Bienes Alimenticios para el Programa Vaso de Leche consistente en Leche Evaporada Entera para el periodo Junio - 2015,PEN,"42261,70",17/07/2015,006-2015-MDE-SGLSG-PVL
125015,AMC-CLASICO-5-2015-CE/MDSL-2,2015-06-17,MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA,ADQUISICION DE INSUMOS DEL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DE SAN LUIS- ITEM 1 LECHE EVAPORADA,2,PEN,"234914,10",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación de Menor Cuantía,Clásico,"234914,10",MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS DEL PROGRAMA DEL VASO DE LECHE ITEM 1,NA,"234914,10",31/07/2015,11
120094,LP-CLASICO-3-2015-CE/MDSJL-1,2015-06-08,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE SAN JUAN DE LURIGANCHO,1,PEN,"4685460,09",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"4685460,09",MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE SAN JUAN DE LURIGANCHO,PEN,"4685460,09",17/08/2015,CONTRATO N° 21 Y 24-2015-MDSJL
125466,ADP-CLASICO-1-2015-CE/MDVR-1,2015-06-18,MUNICIPALIDAD DISTRITAL DE VILLA RICA,ALIMENTOS PARA PROGRAMA DEL VASO DE LECHE,1,PEN,"228300,75",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Pública,Clásico,"228180,54",MUNICIPALIDAD DISTRITAL DE VILLA RICA,NIISA CORPORATION SA,20502503180,ALIMENTOS PARA PROGRAMA DEL VASO DE LECHE,PEN,"139320,00",12/08/2015,154
120195,ADS-CLASICO-1-2015-MPP/CEP-1,2015-06-10,MUNICIPALIDAD PROVINCIAL DE POMABAMBA,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE QUE ADMINISTRA EL GOBIERNO PROVINCIAL DE POMABAMBA,1,PEN,"166678,20",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"166553,75",MUNICIPALIDAD PROVINCIAL DE POMABAMBA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE QUE ADMINISTRA EL GOOBIERNO PROVINCIAL DE POMABAMBA,PEN,"93006,16",07/09/2015,001-2015-MPP-GM
117137,AMC-CLASICO-17-2015-CE-1,2015-06-02,MUNICIPALIDAD PROVINCIAL DE HUANCANE,ADQUISICION DE LECHE EVAPORADA DE 410 GM DEL PROGRAMA VASO DE LECHE,1,PEN,"260467,20",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación de Menor Cuantía,Clásico,"260467,20",MUNICIPALIDAD PROVINCIAL DE HUANCANE,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE EVAPORADA DE 410 GM DEL PROGRAMA VASO DE LECHE,NA,"260467,20",15/07/2015,AMC-17-2015-CE
122795,ADP-CLASICO-1-2015-MDE-CE-1,2015-06-12,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,"CONTRATACIÓN DEL SUMINISTRO DE BIENES ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE CONSISTENTE EN 89,378 LATAS X 410 GRS. DE LECHE EVAPORADA ENTERA PARA EL PERIODO 2015",1,PEN,"259196,20",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Pública,Clásico,"259196,20",MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,NIISA CORPORATION SA,20502503180,CONTRATO PARA LA CONTRATACION DEL SUMINISTRO DE BIENES ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE CONSISTENTE EN 89378 LATAS X 410 GRS. DE LECHE EVAPORADA ENTERA PARA EL PERIODO 2015,PEN,"259196,20",15/09/2015,09-2015-MDE
131752,ADS-CLASICO-22-2015-CEP/MSI-1,2015-06-04,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,ADQUISICION DE INSUMOS PARA EL VASO DE LECHE,1,PEN,"160885,40",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"160885,40",MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL VASO DE LECHE,PEN,"94203,20",14/08/2015,37
265973,DIRECTA-PROC-1-2016-MPH/OEC-1,2016-05-10,MUNICIPALIDAD PROVINCIAL DE HUARAZ,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Contratación Directa,Procedimiento,"150054,00",MUNICIPALIDAD PROVINCIAL DE HUARAZ,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE EVAPORADA ENTERA EN LATA DE 410 GRS,PEN,"95296,80",17/05/2016,009-2016-MPH
268596,AS-SM-6-2016-MDL-CS-1,2016-05-20,MUNICIPALIDAD DISTRITAL DE LINCE,"ADQUISICION DE INSUMOS PARA EL PVL  (LECHE, HOJUELA)",1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"187402,30",MUNICIPALIDAD DISTRITAL DE LINCE,NIISA CORPORATION SA,20502503180,"ADQUISICION DE INSUMOS PARA EL PVL (LECHE, HOJUELA)",PEN,"187402,30",05/07/2016,13-2016
268496,AS-SM-4-2016-MPH/CS-2,2016-05-19,MUNICIPALIDAD PROVINCIAL DE HUANCANE,ADQUISICION DE LECHE EVAPORADA PARA EL PROGRAMA VASO DE LECHE,2,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"287047,68",MUNICIPALIDAD PROVINCIAL DE HUANCANE,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE EVAPORADA PARA EL PROGRAMA VASO DE LECHE,PEN,"287047,68",21/06/2016,AS-4-2016-MPH/CS
269178,LP-SM-1-2016-MDJLO-1,2016-05-20,MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ,Adquiscion de Insumos para el Programa Vaso de Leche a¤o 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"525847,82",MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE ENTERA 410 GR.,PEN,"525847,82",27/06/2016,011-2016-DJLO/GM
268832,AS-SM-9-2016-MPH-CS-1,2016-05-19,MUNICIPALIDAD PROVINCIAL DE HUARAZ,"ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUARAZ, CORRESPONDIENTE AL EJERCICIO 2016",1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"350126,60",MUNICIPALIDAD PROVINCIAL DE HUARAZ,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUARAZ CORRESPONDIENTE AL EJERCICIO 2016 ITEM I LECHE,PEN,"222359,20",23/06/2016,013-2016
