contracts/id,buyer/type,buyer/type/level,buyer/name,buyer/name/subname,NOG CONCURSO,contracts/description,tender/procurementMethod,SUB MODALIDAD,awards/suppliers/id,awards/suppliers/name,contracts/value/amount,tender/tenderPeriod/startDate,tender/tenderPeriod/startDate/month,tender/tenderPeriod/startDate/year,contracts/period/startDate,awards/date,awards/date/month,contracts/period/startDate/Year,contracts/items/classification/scheme,tender/status,tender/tenderPeriod/endDate,tender/tenderPeriod/endDate/month,tender/tenderPeriod/endDate/year,FECHA CAMBIO ESTATUS
69731,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOGAR FRAY RODRIGO DE LA CRUZ,6735959,"SUMINISTRO DE PRODUCTOS LÁCTEOS PASTEURIZADOS, Y HUEVOS DE GALLINA, PARA EL HOGAR DE ANCIANOS FRAY RODRIGO DE LA CRUZ, ANTIGUA GUATEMALA SACATEPEQUEZ",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,80433138,"ALIMENTOS REFRIGERADOS DEL NORTE, SOCIEDAD ANÓNIMA",26045000,22-08-2017,Agosto,2017,04-09-2017,04-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,24-08-2017,Agosto,2017,NA
69737,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOGAR FRAY RODRIGO DE LA CRUZ,6736017,"SUMINISTRO DE LECHE DE VACA, PARA EL HOGAR DE ANCIANOS FRAY RODRIGO DE LA CRUZ,  DE LA ANTIGUA GUATEMALA, SACATEPEQUEZ",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,40390233,"CARMONA, SOCIEDAD ANONIMA",38462500,22-08-2017,Agosto,2017,02-10-2017,02-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,07-09-2017,Septiembre,2017,NA
70314,Sector Público,"Gobiernos Locales (Municipalidades, Mancomunidades, etc.)","MUNICIPALIDAD DE MASAGUA, ESCUINTLA",DEPARTAMENTO MUNICIPAL DE PLANIFICACION,6746373,"MEJORAMIENTO CALLE 1RA. (LA LECHERÍA), ALDEA CUYUTA, MASAGUA, ESCUINTLA",Licitación Pública (Art. 17 LCE),NA,18723918,"SOLARES,CASTILLO,,HIEYSON,EDUARDO",1.30E+09,27-09-2017,Septiembre,2017,18-11-2017,18-11-2017,Noviembre,2017,Construcción y materiales afines|,Terminado adjudicado,07-11-2017,Noviembre,2017,NA
70382,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,6747434,"READECUACIÓN DE SERVICIOS SANITARIOS BANCO DE LECHE, MSPAS-No. 2017-ROO-CD- 2884.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,72600683,"CORPORACION EG, SOCIEDAD ANONIMA",7.50E+07,24-08-2017,Agosto,2017,31-08-2017,31-08-2017,Agosto,2017,Otros tipos de bienes o servicios|Construcción y materiales afines|Salud e insumos hospitalarios|,Terminado adjudicado,28-08-2017,Agosto,2017,NA
70620,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6750958,"EVENTO 5822/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,80318040,29-08-2017,Agosto,2017,21-09-2017,21-09-2017,Septiembre,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,05-09-2017,Septiembre,2017,NA
70670,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO DE RECREACIÓN DE LOS TRABAJADORES -IRTRA-,HOSTALES,6751709,"Adquisición de 1,800 litros de leche semidescremada",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,8156468,"HELADOS DE CENTROAMERICA, SOCIEDAD ANONIMA",14400000,25-08-2017,Agosto,2017,29-08-2017,29-08-2017,Agosto,2017,Alimentos y semillas|,Terminado adjudicado,29-08-2017,Agosto,2017,NA
71125,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6758657,"EVENTO 5891/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,80318040,28-08-2017,Agosto,2017,25-09-2017,25-09-2017,Septiembre,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,06-09-2017,Septiembre,2017,NA
71738,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6767710,"EVENTO 5967/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,63638570,01-09-2017,Septiembre,2017,26-09-2017,26-09-2017,Septiembre,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,07-09-2017,Septiembre,2017,NA
74010,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO DE RECREACIÓN DE LOS TRABAJADORES -IRTRA-,HOSTALES,6803059,"Adquisición de 9,504 litros de leche semidescremada",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,8156468,"HELADOS DE CENTROAMERICA, SOCIEDAD ANONIMA",76032000,06-09-2017,Septiembre,2017,11-09-2017,11-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,08-09-2017,Septiembre,2017,NA
74141,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6805108,SUMINISTROS DE PRODUCTOS LACTEOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",17061070,07-09-2017,Septiembre,2017,12-09-2017,12-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,11-09-2017,Septiembre,2017,NA
76036,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6833489,"Adquisición de  2800  botes de 400 gramos  de leche  maternizada ,  consistencia en polvo  para edad de 6 - 12 meses.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,83860000,12-09-2017,Septiembre,2017,27-09-2017,27-09-2017,Septiembre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|Salud e insumos hospitalarios|,Terminado adjudicado,18-09-2017,Septiembre,2017,NA
76125,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6834663,EVENTO 6177/2017. CODIGO IGSS S/C SUMINISTRO DE LACTEOS. PAQUETE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",44730800,18-09-2017,Septiembre,2017,25-09-2017,25-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,20-09-2017,Septiembre,2017,NA
76136,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6834892,"EVENTO 6181/2017. CODIGO IGSS S/C SUMINISTRO DE LECHE EN POLVO ENTERA, ENVASE DE 50 DE 55 LIBRAS",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,32337167,"GAMBOA,,,DAVID,",15401790,18-09-2017,Septiembre,2017,04-10-2017,04-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,20-09-2017,Septiembre,2017,NA
76333,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,6837549,SUMINISTRO DE LACTEOS CORRESPONDIENTE AL MES DE OCTUBRE 2017,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,3410439,"PADILLA,CRUZ,,LESVIA,HAYDEE",20166070,12-09-2017,Septiembre,2017,25-09-2017,25-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,18-09-2017,Septiembre,2017,NA
76372,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,6838138,EVENTO 177-17 LACTEOS MES DE OCTUBRE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",7640450,12-09-2017,Septiembre,2017,25-09-2017,25-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,14-09-2017,Septiembre,2017,NA
76956,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6845037,LECHE. TIPO: DESLACTOSADA; CONSISTENCIA POLVO; PARA EL HOSPITAL GENERAL SAN JUAN DE DIOS.,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,23707445,"TRUJILLO,AVILA,DE LEON,NELVY,LUISA",7.00E+07,13-09-2017,Septiembre,2017,18-09-2017,18-09-2017,Septiembre,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,18-09-2017,Septiembre,2017,NA
78274,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6863396,"FORMULA SEMIELEMENTAL SIN LACTOSA CON O SIN SABOR, POLVO BOTE DE 400-1000G",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,29392770,20-09-2017,Septiembre,2017,26-09-2017,26-09-2017,Septiembre,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,22-09-2017,Septiembre,2017,NA
78277,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6863477,"FORMULA PARA LACTANTE CON LACTOSA, FORMULA SUCEDÁNEA DE LA LECHA MATERNA EXCLUSICAMENTE POLVO ENVASE DE 400G-460G",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,41009850,20-09-2017,Septiembre,2017,26-09-2017,26-09-2017,Septiembre,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,22-09-2017,Septiembre,2017,NA
78280,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6863507,FORMULA ESPECIALIZADA PARA NIÑOS HIPOALÉRGICOS CON PROTEÍNA SIN LACTOSA POLVO 400-460g.,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,7477279,AGENCIA FARMACEUTICA INTERNACIONAL SOCIEDAD ANONIMA,2368530,20-09-2017,Septiembre,2017,26-09-2017,26-09-2017,Septiembre,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,22-09-2017,Septiembre,2017,NA
78330,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6864252,PEDIDO DE LECHE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,67364373,"ASESORIA DE PRODUCTOS MEDICOS, SOCIEDAD ANONIMA",7890630,19-09-2017,Septiembre,2017,25-09-2017,25-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,22-09-2017,Septiembre,2017,NA
78468,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE CUILAPA,6866441,"Adquisición de Lácteos  para el  Hospital Regional de Cuilapa, Santa Rosa<br /><br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,57307954,"OSORIO,HERNANDEZ,,JOSE,EDGAR",36697500,19-09-2017,Septiembre,2017,25-09-2017,25-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,21-09-2017,Septiembre,2017,NA
78715,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL DE SALUD MENTAL ""DR. FEDERICO MORA""",6870392,"DOCUMENTOS PARA COMPRA DIRECTA<br />MSPAS No. 2017-MEN-CD62.<br />SUMINISTRO DE LACTEOS <br />(CREMA DE MESA)<br />HOSPITAL DE SALUD MENTAL ""DR. FEDERICO MORA"".<br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",20297200,20-09-2017,Septiembre,2017,02-10-2017,02-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,26-09-2017,Septiembre,2017,NA
78947,Sector Público,"Gobiernos Locales (Municipalidades, Mancomunidades, etc.)","MUNICIPALIDAD DE GUATEMALA, GUATEMALA",SECRETARIA DE ASUNTOS SOCIALES,6874053,"POR COMPRA DE 825 LIBRAS DE LECHE ENTERA EN POLVO, PARA LA PREPARACIÓN DE ALIMENTOS A LOS NIÑOS DE LOS JARDINES INFANTILES MUNICIPALES Y CENTROS DE ATENCIÓN A LA NIÑEZ EN RIESGO DE CALLE, A CARGO DE LA SECRETARÍA DE ASUNTOS SOCIALES, DE LA MUNICIPALIDAD DE GUATEMALA.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,7099061,"ABUGARADE,PINEDA,,FERNANDO,",17531250,20-09-2017,Septiembre,2017,27-09-2017,27-09-2017,Septiembre,2017,Alimentos y semillas|,Terminado adjudicado,22-09-2017,Septiembre,2017,NA
78962,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD -INTECAP-,INTECAP,6874320,"Cotización No. 73-2017, Trabajos de mantenimiento consistente en: Ampliación de taller de lácteos del Centro de Capacitación en Turismo",Cotización (Art. 38 LCE),NA,72600683,"CORPORACION EG, SOCIEDAD ANONIMA",3.00E+08,03-10-2017,Octubre,2017,03-11-2017,03-11-2017,Noviembre,2017,Construcción y materiales afines|Otros tipos de bienes o servicios|,Terminado adjudicado,16-10-2017,Octubre,2017,NA
79417,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6881629,"SUPLEMENTO ALIMENTICIO. USO: REPARACIÓN DE TEJIDOS Y HERIDAS; COMPONENTES: ARGININA, GLUTAMINA, PROTEÍNA DE SUERO DE LA LECHE, VITAMINA K, PARA HOSPITAL GENERAL SAN JUAN DE DIOS",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5801338,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,9.00E+07,21-09-2017,Septiembre,2017,26-09-2017,26-09-2017,Septiembre,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,25-09-2017,Septiembre,2017,NA
80300,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL",6896103,"396 FORMULA PARA LACTANTE CON LACTOSA FORMULA SUCEDANEA DE LA LECHE MATERNA, EXCLUSIVAMENTE POLVO, ENVASE DE 400 G-460G COD. 404",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,10023750,23-09-2017,Septiembre,2017,28-09-2017,28-09-2017,Septiembre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|,Terminado adjudicado,26-09-2017,Septiembre,2017,NA
82722,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",UNIVERSIDAD DE SAN CARLOS DE GUATEMALA -USAC-,FINCA SAN JULIÁN,6936202,1. Concentrado para vaca lechera 275 quintales<br />2. Concentrado para novilla 175 quintales<br />3. Concentrado para ternera peletizada 25 quintales,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5031192,"NELSON,PEÑA,,MILTON,GUILLERMO",67868750,28-09-2017,Septiembre,2017,04-10-2017,04-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,02-10-2017,Octubre,2017,NA
83912,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL REGIONAL DE HUEHUETENANGO ""DR. JORGE VIDES MOLINA""",6955746,"Adquisición de Fórmula sucedánea para paciente diabético Composición: Reducida en carbohidratos y modificada en grasa, Contiene: Vitaminas y minerales, Especialidad: Mejora la glucosa sanguínea, Libre: De lactosa y gluten sin sacarosa Suplemento nutricional, lata 400 gramos y otro insumo.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,8977500,02-10-2017,Octubre,2017,16-10-2017,16-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,04-10-2017,Octubre,2017,NA
84082,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE EL QUICHÉ,6958141,"POR ADQUISICION DE LECHE, HUEVOS, CREMA Y MAIZ BLANCO PARA HOSPITAL REGIONAL DE EL QUICHÉ.  <br /><br /><br /><br /><br /><br /><br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,4198743,"ACUTA,JUAREZ,,NAZARIO,",1632000,04-10-2017,Octubre,2017,06-10-2017,06-10-2017,Octubre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|,Terminado adjudicado,06-10-2017,Octubre,2017,NA
84083,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE EL QUICHÉ,6958141,"POR ADQUISICION DE LECHE, HUEVOS, CREMA Y MAIZ BLANCO PARA HOSPITAL REGIONAL DE EL QUICHÉ.  <br /><br /><br /><br /><br /><br /><br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,42195896,"GRUPO ALVI ESTRELLA, SOCIEDAD ANONIMA",11520000,04-10-2017,Octubre,2017,06-10-2017,06-10-2017,Octubre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|,Terminado adjudicado,06-10-2017,Octubre,2017,NA
84084,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE EL QUICHÉ,6958141,"POR ADQUISICION DE LECHE, HUEVOS, CREMA Y MAIZ BLANCO PARA HOSPITAL REGIONAL DE EL QUICHÉ.  <br /><br /><br /><br /><br /><br /><br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,25631918,"PEREZ,LUX,,JUSTO,RUFINO",8469750,04-10-2017,Octubre,2017,06-10-2017,06-10-2017,Octubre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|,Terminado adjudicado,06-10-2017,Octubre,2017,NA
84085,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE EL QUICHÉ,6958141,"POR ADQUISICION DE LECHE, HUEVOS, CREMA Y MAIZ BLANCO PARA HOSPITAL REGIONAL DE EL QUICHÉ.  <br /><br /><br /><br /><br /><br /><br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,9950494,"QUIÑONEZ,GIL,VICENTE,CLAUDIA,LISET",57840000,04-10-2017,Octubre,2017,06-10-2017,06-10-2017,Octubre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|,Terminado adjudicado,06-10-2017,Octubre,2017,NA
84382,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6962378,PEDIDO DE LECHE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,67364373,"ASESORIA DE PRODUCTOS MEDICOS, SOCIEDAD ANONIMA",5393970,05-10-2017,Octubre,2017,10-10-2017,10-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,09-10-2017,Octubre,2017,NA
84764,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6967752,SUMINISTROS DE PRODUCTOS LACTEOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",17364200,05-10-2017,Octubre,2017,11-10-2017,11-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,10-10-2017,Octubre,2017,NA
85130,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CONSULTORIO SANTA CRUZ DEL QUICHE, QUICHE",6973000,"FORMULA SEMIELEMENTAL, SIN LACTOSA CON O SIN SABOR, POLVO BOTE 400-1000 G. CÓDIGO INSTITUCIONAL 256",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,401700,05-10-2017,Octubre,2017,25-10-2017,25-10-2017,Octubre,2017,Alimentos y semillas|Otros tipos de bienes o servicios|,Terminado adjudicado,09-10-2017,Octubre,2017,NA
86100,Fideicomisos y otras entidades,"ONG's, patronatos, comités, asociaciones y fundaciones",FEDERACION DE GANADEROS DE GUATEMALA,FEGAGUATE,6986390,PROGRAMA TRANSFERENCIA DE CONOCIMIENTOS COMO ESTRATEGIA PARA EL FORTALECIMIENTO DE LAS ORGANIZACIONES Y DESARROLLO DE LA AGROCADENA DE LECHE Y CARNE A NIVEL NACIONAL,Cotización (Art. 38 LCE),NA,87038110,ASOCIACION COMITE PERMANENTE DE LA SEMANA DEL GANADERO Y EXPOLECHE,308100000,13-10-2017,Octubre,2017,21-11-2017,21-11-2017,Noviembre,2017,Otros tipos de bienes o servicios|,Terminado adjudicado,27-10-2017,Octubre,2017,NA
86220,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6987966,EVENTO 6722/2017. CODIGO IGSS S/C SUMINISTRO DE LACTEOS. PAQUETE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",45220980,09-10-2017,Octubre,2017,18-10-2017,18-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,11-10-2017,Octubre,2017,NA
86230,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6988113,"EVENTO 6726/2017. CODIGO IGSS S/C SUMINISTRO DE LECHE EN POLVO ENTERA, ENVASE DE 50 DE 55 LIBRAS",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,32337167,"GAMBOA,,,DAVID,",15401790,09-10-2017,Octubre,2017,18-10-2017,18-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,11-10-2017,Octubre,2017,NA
86356,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO DE RECREACIÓN DE LOS TRABAJADORES -IRTRA-,PARQUE RECREATIVO URBANO PETAPA,6990215,"2,952 litros de leche 100% de vaca",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,8156468,"HELADOS DE CENTROAMERICA, SOCIEDAD ANONIMA",26863200,07-10-2017,Octubre,2017,13-10-2017,13-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,10-10-2017,Octubre,2017,NA
86955,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE SAN VICENTE,6998313,ADQUISICIÓN DE LECHE ENTERA EN POLVO INSTANTÁNEA PARA EL HOSPITAL SAN VICENTE MSPAS No. 2017-HSV-CD-61<br /> <br /><br /> <br />,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,32337167,"GAMBOA,,,DAVID,",70500000,10-10-2017,Octubre,2017,24-10-2017,24-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,13-10-2017,Octubre,2017,NA
87163,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,7000863,FORMULA PARA PERSONAS CON PERDIDA DE PESO INVOLUNTARIO CLASE SIN LACTOSA COMPOSICION ALTA EN PROTEINA Y BAJA EN PARA HOSPITAL GENERAL SAN JUAN DE DIOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,3.60E+07,10-10-2017,Octubre,2017,13-10-2017,13-10-2017,Octubre,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,12-10-2017,Octubre,2017,NA
87851,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL NACIONAL DOCTOR RODOLFO ROBLES,7011067,"SUMINISTRO DE AZUCAR, ARROZ PRECOCIDO, LECHE Y  PASTA SPAGUETTI  PARA EL HOSPITAL DE ESPECIALIDADES RODOLFO ROBLES DE QUETZALTENANGO.<br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,4365410,"ALVARADO,BAQUIAX,,MARVIN,DANILO",14341250,12-10-2017,Octubre,2017,23-10-2017,23-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,16-10-2017,Octubre,2017,NA
87852,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL NACIONAL DOCTOR RODOLFO ROBLES,7011067,"SUMINISTRO DE AZUCAR, ARROZ PRECOCIDO, LECHE Y  PASTA SPAGUETTI  PARA EL HOSPITAL DE ESPECIALIDADES RODOLFO ROBLES DE QUETZALTENANGO.<br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,91715385,"TECNO SUMINISTROS, SOCIEDAD ANONIMA",2.20E+07,12-10-2017,Octubre,2017,23-10-2017,23-10-2017,Octubre,2017,Alimentos y semillas|,Terminado adjudicado,16-10-2017,Octubre,2017,NA
